kepid,kepoi_name,kepler_name,koi_period,koi_prad,koi_count
4852528,K00500.05,Kepler-80 f,0.986785834,1.19,5
4852528,K00500.03,Kepler-80 d,3.072146607,1.30,5
4852528,K00500.04,Kepler-80 e,4.645382149,1.33,5
4852528,K00500.01,Kepler-80 b,7.053527145,2.16,5
4852528,K00500.02,Kepler-80 c,9.521644639,2.16,5
