kepid,kepoi_name,kepler_name,koi_period,koi_prad,koi_count
4665571,K02393.01,Kepler-1834 b,4.603002560,1.32,2
6063220,K00305.01,Kepler-99 b,4.603575293,1.51,1
7700500,K06907.01,,4.606877170,1.14,1
6929285,K04572.01,,4.606906120,0.90,1
9602613,K02612.01,,4.612250430,0.51,2
2307415,K02053.02,Kepler-356 b,4.612673600,1.60,2
8150320,K00904.04,Kepler-55 e,4.617490562,1.62,5
8753657,K00321.02,Kepler-406 c,4.623344910,0.77,2
8439323,K04153.01,Kepler-1942 b,4.626028670,1.65,1
9099607,K07925.01,,4.631891400,0.64,1
11200415,K00293.01,,4.639585980,1.52,1
10904004,K02957.01,,4.644901410,0.76,1
5342473,K02297.01,Kepler-1818 b,4.644951720,1.38,1
4852528,K00500.04,Kepler-80 e,4.645382149,1.33,5
5438099,K01567.02,Kepler-306 b,4.646223830,1.82,4
4739229,K06118.02,,4.661859240,1.16,2
9909735,K01779.01,Kepler-318 b,4.662719020,3.86,2
8332521,K04567.02,,4.672503770,1.11,2
8025596,K02615.01,Kepler-1290 b,4.695055760,1.49,1
10878263,K00341.02,Kepler-414 b,4.699652821,1.74,2
5252423,K00825.02,Kepler-237 b,4.715108430,1.46,2
3660581,K07662.01,,4.725191640,3.98,1
3544595,K00069.01,Kepler-93 b,4.726740370,1.56,1
9836563,K04421.01,,4.726931310,0.61,2
4770365,K01475.03,,4.729411770,1.22,3
10747501,K04891.01,,4.730901300,1.39,1
9714550,K03048.01,Kepler-1695 b,4.732920610,0.97,1
8488381,K07888.01,,4.736815600,0.60,1
6507427,K02455.01,,4.742545180,1.77,1
5542466,K01590.03,,4.746661280,1.30,3
6058816,K03500.02,,4.748266900,1.57,2
12252424,K00153.02,Kepler-113 b,4.754000720,2.00,2
5880320,K01060.02,Kepler-758 c,4.757961030,1.70,4
10982872,K00343.01,Kepler-142 c,4.761705895,2.75,3
3328080,K03075.01,Kepler-1898 b,4.765590560,0.92,1
10813132,K02378.01,Kepler-1215 b,4.767027590,1.19,1
12554212,K05974.01,,4.768155070,0.49,1
10001368,K02785.01,Kepler-1344 b,4.768310330,1.78,1
11516930,K06240.01,,4.768540307,1.84,1
5542983,K02501.01,,4.768876710,2.11,1
6607357,K02838.02,Kepler-1365 c,4.774660430,0.81,2
4851530,K01884.02,,4.775021170,1.73,2
5735762,K00148.01,Kepler-48 b,4.778003060,1.85,3
2161949,K06259.01,,4.781139420,1.14,2
3940418,K00810.01,Kepler-1728 b,4.783002698,2.50,1
9489524,K02029.04,,4.788500840,0.63,4
11403339,K02143.01,Kepler-1117 b,4.790294820,1.01,1
8247638,K00907.03,Kepler-251 b,4.790908090,1.36,4
4047631,K02519.01,,4.790912471,2.25,1
4459924,K02441.01,,4.791769930,0.81,1
11497977,K00483.01,Kepler-571 b,4.798600210,2.51,1
4049108,K00495.01,,4.804469031,3.35,1
6690082,K01240.02,Kepler-280 c,4.807103254,2.96,2
6357290,K03040.01,,4.809987800,1.59,1
6956233,K01352.01,,4.818861530,2.96,1
10873178,K04597.01,,4.820251240,0.78,1
5450893,K02970.01,Kepler-1890 b,4.820510880,1.08,1
8557374,K00692.02,Kepler-213 c,4.822969318,2.22,2
8248103,K07002.01,,4.830141590,1.30,1
4996057,K07712.01,,4.830236400,1.06,1
5868793,K04290.01,Kepler-1582 b,4.838094690,0.79,1
6839010,K04674.01,,4.843500030,0.90,1
4939265,K06475.01,,4.845059850,1.54,1
10812541,K07375.01,,4.848472450,1.51,1
5881120,K04156.01,Kepler-1943 b,4.850189740,1.10,1
10879038,K01641.01,Kepler-918 b,4.853840400,1.72,1
10156110,K07989.01,,4.856034820,1.05,1
7733731,K04022.01,,4.858194290,2.04,1
9479306,K04906.01,,4.860805900,1.21,1
7183745,K02521.02,Kepler-1266 c,4.866340940,1.94,2
5339567,K02440.01,Kepler-1240 b,4.866385040,1.32,1
9730163,K02704.01,Kepler-445 c,4.871223664,1.56,3
3109550,K03225.01,,4.875476500,0.80,1
4076976,K03124.01,,4.880780500,0.48,1
9838949,K01716.01,Kepler-935 b,4.880844560,1.55,1
11129738,K01427.02,,4.884466440,0.84,2
8091197,K06960.01,,4.886983860,1.20,1
6862721,K01982.01,Kepler-1781 b,4.887531110,2.45,1
4458082,K02303.01,Kepler-1181 b,4.893364950,1.60,2
6272413,K01129.01,Kepler-776 b,4.897210060,1.48,1
10875245,K00117.02,Kepler-107 c,4.901449760,1.70,4
11621223,K00355.01,Kepler-535 b,4.903321801,2.37,1
8240797,K01809.02,Kepler-321 b,4.915385452,1.46,2
11666881,K00167.01,Kepler-480 b,4.919584997,2.86,1
3342794,K02278.02,Kepler-376 b,4.920310630,1.18,2
7440748,K00457.01,Kepler-161 b,4.921363900,2.14,2
11967788,K04021.02,,4.932119320,1.02,2
8193178,K00572.02,Kepler-187 b,4.938831350,1.44,2
9277210,K02268.01,,4.943282700,1.21,1
4814502,K04004.01,Kepler-1933 b,4.943305960,1.41,1
8951205,K04099.01,Kepler-1940 b,4.950606320,1.28,1
9002538,K03196.01,,4.960610940,0.59,2
11401253,K04823.01,,4.965049810,1.51,1
2438264,K00440.02,Kepler-156 b,4.973455252,2.46,2
10978763,K01931.01,Kepler-339 b,4.977604470,1.75,3
2861126,K04957.02,,4.987924040,0.73,2
9842890,K01479.01,,4.988387200,2.59,1
9842906,K01493.01,,4.988387300,3.28,1
9842937,K02567.01,,4.988450990,1.33,1
9934274,K05735.01,,4.994715970,2.20,1
9873759,K04635.01,,4.994737980,0.82,1
10682541,K00751.01,Kepler-663 b,4.996779680,2.78,1
5477805,K01607.01,,5.006735760,2.00,1
8429668,K04449.01,,5.007493780,1.68,1
8881169,K07106.01,,5.018803050,1.08,1
7778664,K07849.01,,5.026381500,0.84,1
6871071,K02220.02,Kepler-374 d,5.028182530,2.03,5
9813499,K01505.01,Kepler-868 b,5.032570090,2.53,1
10460984,K00474.04,Kepler-164 b,5.035056650,1.63,4
11460462,K02110.01,Kepler-1104 b,5.037280330,1.55,1
3219037,K03395.02,,5.039585100,0.78,2
6350882,K04410.01,,5.044043660,1.47,1
10662202,K00750.02,,5.044139870,1.18,4
10515564,K08211.01,,5.048745100,0.67,1
11618601,K03022.02,,5.053689850,1.21,2
11818607,K02467.01,Kepler-1839 b,5.056613020,1.15,1
5613821,K02915.01,,5.060922820,0.98,1
4832837,K00605.02,,5.065468740,0.62,2
6964929,K02756.02,,5.069932450,0.92,2
6960456,K00613.01,,5.074429510,1.38,1
6072593,K03070.01,,5.075382550,1.74,1
3353050,K00384.01,Kepler-541 b,5.080057900,3.95,1
5530882,K01680.01,,5.082518800,0.88,1
9886661,K01606.01,Kepler-905 b,5.082748362,1.40,1
4072955,K03041.01,,5.082880760,1.15,1
7777397,K06043.01,,5.091121240,3.58,1
892772,K01009.01,,5.092465390,1.17,1
2573108,K03217.01,,5.095060000,2.14,1
7100673,K04032.04,Kepler-1542 e,5.101106660,0.85,5
9597806,K01481.01,Kepler-860 b,5.101375725,2.84,1
8780959,K03741.03,Kepler-1518 b,5.111754700,2.81,4
3663494,K06352.01,,5.116836780,1.16,1
7204981,K02164.01,Kepler-1127 b,5.123320400,1.65,1
11348997,K02090.01,Kepler-1089 b,5.132486123,1.69,1
7663405,K01519.01,Kepler-876 b,5.144364500,1.55,2
8733898,K02842.02,Kepler-446 d,5.148923460,1.72,3
8826878,K00922.01,Kepler-727 b,5.154481420,2.94,1
9340411,K07162.01,,5.158131700,2.02,1
5531694,K00647.01,Kepler-634 b,5.169497290,2.06,2
7870390,K00898.02,Kepler-83 d,5.169804269,1.66,3
11671579,K04510.01,Kepler-1611 b,5.176249970,1.31,1
6198182,K02636.02,,5.177722600,0.63,2
6350031,K05267.01,,5.177906500,2.93,1
9353314,K01900.01,Kepler-1007 b,5.184989610,1.15,1
4770617,K02243.01,Kepler-1154 b,5.185600810,2.34,3
12505654,K02353.01,Kepler-1829 b,5.186737262,2.40,1
10925104,K00156.02,Kepler-114 b,5.188563677,1.00,3
6867555,K02439.01,Kepler-1239 b,5.191036990,1.92,2
9581589,K04877.01,,5.192065710,0.99,1
3848275,K02995.01,Kepler-1403 b,5.194927470,2.03,1
4367854,K02876.01,,5.195202100,1.37,2
7747425,K01952.03,Kepler-341 b,5.195593980,1.18,4
10937749,K04499.01,,5.198986150,1.04,1
6289257,K00307.02,Kepler-520 c,5.211045970,1.18,2
8167996,K01867.03,Kepler-327 c,5.212301710,1.04,3
6664842,K06750.01,,5.213950460,1.24,1
4548098,K04157.02,,5.215752000,0.83,2
9283156,K02657.01,,5.224024360,0.58,1
7257363,K02292.01,,5.233402650,1.15,1
9532710,K02364.01,,5.242420290,3.86,1
6364064,K05271.01,,5.243318990,0.83,1
6364143,K05272.01,,5.243386500,0.75,1
6364126,K06690.01,,5.243466400,2.83,1
6364294,K06694.01,,5.243661200,1.10,1
6285396,K06684.01,,5.243663900,0.88,1
6364276,K02873.01,,5.243683020,0.91,1
6285397,K06685.01,,5.243826900,0.76,1
6364215,K02404.02,,5.243852800,1.11,2
6364067,K04221.01,,5.243898200,1.24,1
6364195,K06691.01,,5.243954200,0.81,1
6285094,K06683.01,,5.243978300,1.03,1
6364200,K06692.01,,5.244151700,0.91,1
6364247,K06693.01,,5.244333200,0.58,1
8107150,K07863.01,,5.244915600,0.52,1
11298298,K01802.01,Kepler-956 b,5.248667607,2.84,1
8280511,K01151.03,Kepler-271 d,5.249704320,0.67,5
5621586,K02415.01,Kepler-1836 b,5.254195890,2.12,1
10265898,K00732.03,,5.254493930,1.41,3
9364290,K02374.01,Kepler-382 b,5.262118330,1.95,2
10858832,K00432.01,Kepler-552 b,5.263415218,3.77,1
7289165,K03847.01,,5.266414160,2.62,1
7289162,K02539.01,,5.266481260,1.07,1
6220312,K04793.01,,5.273626800,0.89,1
10187017,K00082.05,Kepler-102 b,5.286919960,0.51,6
11672354,K07471.01,,5.296555910,1.30,1
8766285,K05571.01,,5.297307860,1.49,1
8766268,K08168.01,,5.297317360,1.13,1
6276791,K04477.01,,5.301797860,1.22,2
7019524,K02877.01,Kepler-1376 b,5.308739780,1.08,1
5371776,K01557.03,Kepler-304 c,5.315954488,2.33,4
11547513,K00295.01,Kepler-134 b,5.317440164,1.94,2
10788461,K03925.03,Kepler-1530 c,5.323533500,2.69,3
6359320,K01127.01,Kepler-269 b,5.326672990,2.26,3
3246867,K06315.01,,5.327371920,0.70,1
3632089,K03308.02,Kepler-1464 c,5.327841570,0.86,2
6142862,K02336.01,,5.334593930,0.79,1
6451368,K07780.01,,5.336057400,1.52,1
5784777,K03916.01,Kepler-1529 b,5.339056060,1.90,1
7673841,K02585.01,Kepler-392 b,5.341824660,0.95,3
8653134,K06186.01,Kepler-1643 b,5.342641430,1.72,1
10601284,K00749.01,Kepler-226 c,5.349553819,2.55,3
12254909,K02372.01,Kepler-1213 b,5.349791000,1.29,1
8890783,K00464.02,Kepler-561 c,5.350156114,2.60,2
9849884,K04516.01,,5.357451210,1.65,1
10793172,K02871.02,Kepler-1693 c,5.363750160,1.15,4
3934657,K07676.01,,5.369408400,0.62,1
6062088,K00658.02,Kepler-203 c,5.370639542,2.54,3
9590976,K00710.01,Kepler-217 b,5.374932890,2.12,3
6665695,K00561.01,Kepler-601 b,5.378868001,1.86,1
7778427,K04482.01,,5.382992840,0.78,1
5645170,K04837.01,,5.386137150,0.86,1
8414716,K00910.01,Kepler-721 b,5.392026903,2.68,1
11295426,K00246.01,Kepler-68 b,5.398752862,2.21,2
10973664,K00601.01,Kepler-619 b,5.404269170,2.85,3
9579641,K00115.01,Kepler-105 b,5.412203927,2.94,3
11389771,K01436.03,Kepler-301 c,5.419084910,1.38,3
1996180,K02534.02,,5.422042570,1.39,2
8804845,K02039.01,Kepler-1067 c,5.425869010,1.48,2
10397751,K02859.05,,5.431036160,0.66,5
8037145,K00520.02,Kepler-176 b,5.433132902,1.61,4
6776555,K05327.01,,5.433613470,2.09,1
4742452,K07704.01,,5.439803300,1.00,1
6887030,K07795.01,,5.440857620,0.97,1
5794570,K02675.01,Kepler-1312 b,5.448321078,2.17,2
9006186,K02169.01,Kepler-1130 b,5.452987420,0.92,4
10290666,K00332.01,Kepler-526 b,5.458499140,1.91,2
7542369,K02465.01,,5.460918460,1.25,1
6593150,K03037.01,,5.465417400,1.23,1
7107802,K02420.02,,5.467551400,1.07,2
10130039,K01909.02,Kepler-334 b,5.470333760,1.15,3
12071754,K04914.01,,5.474551670,1.40,1
6026438,K02045.01,Kepler-354 b,5.476658010,2.01,3
9634821,K02037.02,,5.477157180,2.17,3
5219234,K01563.01,Kepler-305 b,5.487114410,3.24,4
9872831,K04230.01,Kepler-1572 b,5.495485330,1.30,1
9704384,K01913.01,Kepler-1012 b,5.508606990,1.49,1
6029239,K00304.02,,5.518195000,0.46,2
6767227,K04871.02,,5.522479000,0.76,2
3967760,K01760.01,Kepler-317 b,5.524186250,2.25,2
6265961,K06680.01,,5.525074060,0.80,1
6290935,K04302.01,,5.533120060,1.05,1
12058204,K02218.01,Kepler-373 b,5.535331520,1.75,2
10122538,K02926.02,Kepler-1388 c,5.536093680,2.20,5
9119568,K03087.01,,5.548679980,0.68,2
4919550,K04766.01,,5.566766090,1.12,2
10916600,K02623.01,Kepler-1293 b,5.576547820,0.92,2
8056651,K04869.01,,5.583498700,1.41,1
11655826,K04643.01,,5.593463750,1.43,1
6705137,K02609.01,,5.597276250,1.26,1
6705142,K01758.01,,5.597282490,3.28,1
12068975,K00623.03,Kepler-197 b,5.599315430,1.22,4
10730703,K02327.01,Kepler-1191 b,5.600133270,1.73,2
9177629,K02522.01,Kepler-1848 b,5.604023070,1.25,1
4545570,K04506.01,Kepler-1961 b,5.604731150,1.11,1
12067960,K07510.01,,5.606820010,1.04,1
12120307,K02597.03,Kepler-394 d,5.613576530,1.41,3
5953297,K02733.01,Kepler-1688 b,5.620061980,1.45,1
7211221,K01379.01,Kepler-831 b,5.621543150,1.37,1
5087223,K06513.01,,5.622411110,1.17,1
8013439,K02352.02,Kepler-381 b,5.629043960,1.39,3
4861791,K02870.01,,5.629509020,2.11,1
4861784,K04278.01,,5.629780340,1.61,1
8107225,K00235.01,Kepler-499 b,5.632525080,2.04,1
7376983,K01358.01,,5.644914154,2.66,4
11905011,K00297.01,Kepler-514 b,5.651789220,2.03,1
10252275,K03130.02,Kepler-1907 b,5.652457330,1.05,2
11413812,K01885.01,Kepler-998 b,5.653781630,1.82,1
7515336,K04663.01,,5.656902810,0.74,1
8030148,K00155.01,Kepler-474 b,5.660669429,3.24,1
8937021,K01394.01,,5.663621501,2.47,1
7345248,K04864.01,,5.664944480,0.78,1
9458613,K00707.05,Kepler-33 b,5.668158210,1.85,5
5780855,K04443.01,,5.675779990,1.22,1
8094120,K04881.01,,5.679537700,1.16,2
8700895,K04523.01,,5.682516050,1.03,1
8105398,K05475.02,,5.683256480,0.97,2
4270253,K00551.02,Kepler-183 b,5.687986750,2.76,2
5978170,K03140.01,Kepler-1910 b,5.688790830,0.99,1
9963524,K00720.01,Kepler-221 c,5.690591630,3.10,4
11764462,K01531.01,Kepler-884 b,5.699195920,1.16,1
6936909,K01363.02,Kepler-291 c,5.700706260,2.03,2
11288492,K07434.01,,5.704593000,0.95,1
11602794,K07460.01,,5.705095190,1.58,1
11853878,K01833.03,Kepler-968 c,5.709407950,1.51,3
9415172,K00938.03,Kepler-255 b,5.714623960,1.78,3
8260234,K02085.01,,5.714838730,1.26,1
8672910,K00918.02,,5.714894880,1.41,2
9002278,K00701.02,Kepler-62 b,5.714896920,1.33,5
6587280,K00857.01,Kepler-243 b,5.715425977,2.47,2
8030339,K03954.02,Kepler-1534 b,5.716687870,1.92,2
7625138,K05406.01,,5.719665370,0.82,1
9837661,K02715.03,Kepler-1321 d,5.720845990,1.78,3
11125613,K02485.03,Kepler-1254 d,5.727160670,1.40,3
8346392,K01141.01,Kepler-777 b,5.728126160,1.38,1
8564587,K01270.01,Kepler-57 b,5.729317577,2.41,2
11298815,K02015.01,,5.738659330,1.84,1
8883593,K00923.01,Kepler-728 b,5.743469797,3.13,1
2715135,K01024.01,Kepler-753 b,5.747711909,1.86,1
9965957,K01911.01,Kepler-1011 b,5.753215390,3.14,1
8142942,K01985.01,Kepler-1782 b,5.756245244,2.24,1
10257229,K04557.01,,5.756519580,0.83,1
11618569,K04792.01,,5.759021820,0.91,1
5091016,K02973.01,,5.765567180,1.66,1
4833421,K00232.02,Kepler-122 b,5.766165573,2.27,5
4939533,K02899.01,,5.772071770,1.54,1
10489206,K00251.02,Kepler-125 c,5.774403260,0.80,2
7289338,K03420.01,,5.774511170,1.87,2
6449291,K06713.01,,5.776873400,3.13,1
9962455,K02748.02,Kepler-1336 c,5.777212590,2.17,2
12156347,K02588.01,Kepler-1687 b,5.779571330,1.50,1
7777818,K04380.01,,5.781599560,1.70,1
11566256,K02361.01,Kepler-1831 b,5.783870490,2.07,1
8046689,K03092.01,,5.785427020,1.91,1
3547760,K04535.02,,5.789019360,0.78,2
1724719,K04212.01,Kepler-1569 b,5.791799340,1.69,2
6382217,K02036.02,Kepler-353 b,5.795294950,1.05,2
2831251,K04702.01,,5.812898430,0.93,1
3356193,K06331.01,,5.822981500,1.36,1
9269281,K01398.01,Kepler-1748 b,5.823489110,3.00,1
9906688,K07976.01,,5.825617010,1.21,1
9636135,K01498.01,Kepler-864 b,5.833761970,2.98,2
10028792,K01574.03,,5.833938570,1.98,4
9139084,K00323.01,Kepler-523 b,5.835994850,1.92,1
9815053,K02923.01,,5.838929930,1.19,1
9466668,K00939.02,Kepler-256 d,5.839097610,2.06,4
11497958,K01422.01,Kepler-296 c,5.841636615,1.38,5
10873260,K00535.01,Kepler-590 b,5.852968845,3.46,1
5866724,K00085.01,Kepler-65 c,5.859935955,2.56,3
11714231,K03115.01,Kepler-1431 b,5.866012700,1.45,1
6685609,K00665.01,Kepler-207 d,5.868066282,3.60,3
9941066,K01584.01,Kepler-898 b,5.870634160,1.44,1
7703882,K04403.01,Kepler-1954 b,5.883502510,1.27,1
7175184,K00369.01,Kepler-144 b,5.885273640,1.59,2
9468848,K08183.01,,5.887703800,0.60,1
2834463,K06293.01,,5.888369410,1.21,1
10907132,K04503.01,,5.890895090,1.54,1
11290515,K04716.01,,5.894333800,0.61,2
3937519,K00221.02,Kepler-495 c,5.896619660,1.28,2
9588862,K07195.01,,5.897739740,1.00,1
9787239,K00952.01,Kepler-32 b,5.901278150,1.94,5
7366258,K00880.03,Kepler-82 e,5.902245782,2.43,4
3249334,K06318.01,,5.902605860,1.26,1
9210387,K02416.01,Kepler-1837 b,5.906089020,1.77,1
5282051,K00502.01,,5.910376740,1.38,1
6949607,K00870.01,Kepler-28 b,5.912273234,1.73,2
4932442,K01665.02,,5.913939770,1.07,2
10858691,K01306.03,Kepler-286 d,5.914266800,1.31,4
5872150,K00414.02,,5.922403770,2.77,2
10027323,K01596.01,Kepler-309 b,5.923657470,0.99,2
10271806,K00733.01,Kepler-224 c,5.924993927,3.15,4
8564674,K02022.01,Kepler-349 b,5.929722370,1.92,2
12302530,K00438.01,Kepler-155 b,5.931196562,2.01,2
5552562,K04495.01,,5.932182090,1.39,1
12106875,K07513.01,,5.937170800,1.17,1
12107021,K00360.01,,5.937199820,1.47,1
12106929,K00359.01,,5.937205570,1.84,1
12107008,K04297.01,,5.937256280,0.86,1
6543893,K01627.02,Kepler-913 c,5.939190410,3.70,3
11657614,K03370.02,Kepler-1481 b,5.942286030,1.23,2
11718389,K04444.01,Kepler-1956 b,5.943734920,1.14,1
9020160,K00582.01,Kepler-191 d,5.945043548,2.69,3
9573685,K02057.01,Kepler-1074 b,5.945655160,1.12,1
7287995,K00877.01,Kepler-81 b,5.954899930,2.33,3
10064256,K02849.01,Kepler-1692 b,5.959586370,1.02,1
10214873,K08200.01,,5.959695593,1.13,1
6616218,K01692.01,Kepler-314 c,5.960400011,2.85,2
7831264,K00171.01,Kepler-116 b,5.968724048,3.26,2
9827149,K02586.02,,5.970381300,1.69,2
5283542,K00827.01,,5.975817540,3.86,1
6153407,K03179.01,Kepler-1911 b,5.990782210,1.03,1
9549648,K01886.01,Kepler-999 b,5.991858270,2.75,1
7100673,K04032.03,Kepler-1542 d,5.992732650,0.91,5
4386607,K07694.01,,5.993218720,1.23,1
8344004,K00573.01,Kepler-188 c,5.996533443,2.96,2
3642289,K00301.01,Kepler-135 b,6.002548291,2.33,2
2572029,K04581.01,,6.005996600,0.73,1
8352537,K00420.01,Kepler-547 b,6.010383339,3.80,1
10583066,K00747.01,Kepler-661 b,6.029303290,2.85,1
10905239,K00046.02,Kepler-101 c,6.029772410,1.18,2
11074835,K02533.01,Kepler-1270 b,6.033555390,3.34,3
2452289,K04942.01,,6.035364300,1.88,1
7509886,K00678.01,Kepler-211 c,6.040462200,1.30,2
4073017,K07681.01,,6.055520180,0.92,1
10426656,K01161.01,Kepler-272 c,6.057299660,1.94,3
9569711,K03232.01,Kepler-1912 b,6.059198810,1.21,1
11968463,K02433.06,,6.063302980,1.64,7
6523351,K03117.01,,6.066649310,0.87,1
11137180,K03027.01,Kepler-1895 b,6.070325480,1.36,1
8328916,K04790.01,,6.078550000,1.14,1
6267535,K00660.01,Kepler-638 b,6.079720160,2.32,1
12600735,K00548.02,,6.079945700,0.86,2
6752002,K04184.01,Kepler-1945 b,6.080037140,1.07,1
4770174,K02971.01,,6.095956810,1.26,2
12071037,K02388.01,,6.095984100,0.99,1
12021943,K08075.01,,6.096260200,0.62,1
4455231,K01332.02,Kepler-288 b,6.097472330,2.22,3
6850504,K00070.04,Kepler-20 e,6.098556030,0.84,5
8509361,K01280.01,,6.099011800,3.16,1
2721030,K01094.01,Kepler-766 b,6.100276210,2.59,1
9479273,K00940.01,Kepler-734 b,6.104849417,3.18,1
9412623,K04640.01,Kepler-1618 b,6.108294500,1.06,1
10777591,K05827.01,Kepler-1637 b,6.109682250,0.79,1
9717943,K02273.01,Kepler-1169 b,6.110104390,0.93,1
11811193,K02260.01,Kepler-1163 b,6.117849720,1.05,1
7673192,K02722.01,Kepler-402 c,6.124797730,1.51,5
1868404,K07625.01,,6.126011690,0.83,1
3128552,K02055.04,,6.130742430,1.26,4
10083325,K05761.01,,6.132927330,1.56,1
11455491,K00178.01,,6.142814980,1.82,1
10963242,K01312.01,Kepler-814 b,6.146995600,2.04,2
12301181,K02059.01,Kepler-1076 b,6.147283410,0.79,2
3831053,K00388.01,Kepler-1719 b,6.149559310,3.26,1
5436502,K00834.03,Kepler-238 c,6.155602850,2.32,5
11754430,K03403.02,Kepler-1488 c,6.158286660,1.20,2
8395660,K00116.03,Kepler-106 b,6.164876000,0.79,4
10813841,K01640.01,,6.170391540,2.17,1
6021275,K00284.03,Kepler-132 b,6.178173660,1.22,4
8956206,K02048.01,Kepler-1071 b,6.179985080,2.12,2
10730034,K01305.02,Kepler-285 c,6.186708820,1.21,2
6278762,K03158.03,Kepler-444 d,6.189439520,0.65,5
5689351,K00505.02,Kepler-169 c,6.195459500,1.37,5
7841925,K01499.03,,6.209202070,0.89,3
6786037,K00564.03,Kepler-603 d,6.217160390,1.81,3
11457726,K02047.01,Kepler-1070 b,6.221611070,1.59,1
6043538,K07759.01,,6.225337400,1.92,1
8935810,K01395.01,Kepler-1747 b,6.230335000,3.70,1
7106173,K03083.02,,6.232123300,0.61,3
4349442,K01803.03,,6.238315363,0.70,3
4349452,K00244.02,Kepler-25 b,6.238535444,2.53,2
8741470,K04251.01,,6.239683920,1.55,1
7808587,K01533.01,Kepler-886 b,6.241457910,1.60,1
9702006,K04372.01,Kepler-1953 b,6.245646330,1.06,1
9427402,K01397.01,,6.247030799,1.89,1
10910878,K00757.03,Kepler-229 b,6.252962249,2.65,3
5175024,K02563.02,,6.261422700,0.81,2
6586746,K02747.01,Kepler-1335 b,6.264047740,1.55,1
5353938,K06568.01,,6.276515920,0.65,1
4548011,K04288.01,Kepler-1581 b,6.283840790,0.73,4
8155654,K06980.01,,6.293405430,1.08,1
8628761,K04580.01,,6.304323540,1.23,1
10407482,K04255.01,Kepler-1577 b,6.305583870,2.52,1
7825899,K00896.02,Kepler-248 b,6.308201629,2.96,3
5436338,K02835.01,Kepler-1880 b,6.309220430,1.37,1
2579043,K02064.01,,6.312191710,2.17,1
4249725,K00222.01,Kepler-120 b,6.312508525,2.00,2
5602588,K02369.02,,6.314344700,1.34,3
8773015,K04301.02,,6.319159990,1.04,2
4157325,K01860.01,Kepler-416 b,6.319435530,2.71,4
6277410,K07774.01,,6.325895740,1.14,1
11153121,K01647.03,,6.330274760,1.02,3
6636320,K02989.01,Kepler-1892 b,6.331252280,1.31,1
8082001,K01570.01,Kepler-893 b,6.338559460,3.31,1
5903749,K03029.02,,6.347247020,1.35,2
5080636,K01843.02,,6.355856820,0.86,2
3002478,K02380.01,,6.357053140,1.59,1
5687700,K04587.01,,6.362834140,1.12,1
5272878,K00826.01,Kepler-694 b,6.365839713,2.44,1
7501646,K02572.01,,6.377052950,2.15,1
11752908,K02651.01,,6.383157440,2.35,1
11752906,K00253.01,,6.383159135,2.73,2
8636600,K04478.01,Kepler-1959 b,6.386712060,1.19,1
6422155,K00510.02,Kepler-172 c,6.388996580,2.89,4
9509343,K04346.01,,6.392697780,1.21,1
10554999,K00534.01,Kepler-179 c,6.400157105,2.52,2
4043190,K01220.01,Kepler-796 b,6.400871370,1.91,1
4384909,K07693.01,,6.410971790,1.40,1
8565266,K00578.01,Kepler-608 b,6.412512953,3.89,1
6021275,K00284.02,Kepler-132 c,6.414912770,1.40,4
8165946,K02105.01,Kepler-1100 b,6.421999190,1.25,1
12253474,K01947.01,,6.422943288,1.66,1
6721380,K04488.01,,6.441739950,1.41,1
10676824,K00599.01,Kepler-1724 b,6.454429310,2.48,1
7583650,K04614.01,,6.454684500,1.38,1
9092504,K02716.02,Kepler-1322 c,6.460047280,1.80,2
9146018,K00584.03,Kepler-192 d,6.470277060,1.15,3
10352945,K01158.01,,6.471792750,2.08,1
8164257,K02073.02,Kepler-357 b,6.475391080,1.92,3
10880507,K02936.01,Kepler-1390 b,6.480213800,1.26,1
5094751,K00123.01,Kepler-109 b,6.481633073,2.54,2
10059645,K02520.01,Kepler-1265 b,6.494414640,1.75,1
2014991,K02178.01,,6.496768810,3.74,1
7668663,K01898.01,Kepler-1005 b,6.498014700,1.87,1
10141900,K01082.01,,6.503270350,1.67,4
6838050,K00512.01,Kepler-583 b,6.510030010,2.78,1
9518318,K01978.01,Kepler-346 b,6.511123850,3.09,2
8625925,K00580.01,Kepler-609 b,6.521209629,2.54,1
11337372,K01650.01,Kepler-920 b,6.531940240,3.09,2
5792202,K00841.03,Kepler-27 d,6.546261490,2.19,5
3337061,K03172.02,,6.558834600,0.70,2
9836563,K04421.02,,6.559536800,0.62,2
9101496,K01915.01,Kepler-335 b,6.562264830,3.07,2
9475552,K02694.02,Kepler-1315 c,6.566069410,1.83,2
8176564,K02720.01,,6.571594350,1.26,1
4055774,K02381.01,,6.587388390,1.35,1
11970050,K04893.01,,6.587536990,1.51,1
3849187,K04780.01,,6.601800030,1.25,1
8016692,K06954.01,,6.613671000,0.91,1
8240904,K01070.01,Kepler-266 b,6.618363090,2.98,3
3734418,K02261.02,,6.625478100,0.90,2
9455556,K01396.01,Kepler-294 c,6.626434410,2.54,2
5295206,K06557.01,,6.634480230,1.04,1
11513486,K04748.01,Kepler-1969 b,6.647544780,1.72,1
3230805,K03068.02,,6.651714590,0.84,2
8505670,K00912.02,Kepler-252 b,6.668332410,1.18,2
6424561,K04900.01,,6.671672300,1.27,1
8109107,K04501.01,,6.674105770,1.62,1
5736801,K07739.01,,6.675187100,1.09,1
5211199,K02158.02,,6.682312490,2.09,2
9474756,K03495.02,,6.685438000,1.25,2
