kepid,kepoi_name,kepler_name,koi_period,koi_prad,koi_count
6287313,K02221.01,Kepler-1147 b,10.627886950,1.87,1
9289704,K02222.01,,34.135676000,13.98,1
9278725,K02223.01,Kepler-1148 b,1.104462494,1.60,1
4458082,K02303.01,Kepler-1181 b,4.893364950,1.60,2
8042453,K02304.01,Kepler-1182 b,11.173920770,1.64,1
10874215,K02305.01,Kepler-1820 b,31.032599100,2.64,1
6666233,K02306.01,,0.512407185,1.03,1
7661065,K02307.01,,4.150297119,3.03,1
3937519,K00221.02,Kepler-495 c,5.896619660,1.28,2
8866137,K02074.01,Kepler-1083 b,33.417817300,3.13,1
10857519,K02075.01,Kepler-1084 b,2.053341891,1.44,1
9517393,K02076.01,Kepler-1085 c,56.776983100,3.21,2
9351316,K02078.01,Kepler-1086 b,18.784292320,2.14,2
6021193,K02148.03,Kepler-363 b,3.614602790,1.14,3
10617017,K02149.01,Kepler-1121 b,13.151402230,1.87,1
3229150,K02150.01,,18.508452600,29.33,2
7989422,K02151.01,,7.477638330,2.05,1
9641481,K02152.01,Kepler-1122 b,42.191833100,2.35,1
8892157,K02224.01,Kepler-1149 b,3.730900260,1.48,2
8892157,K02224.02,,86.130534000,1.47,2
11569782,K02225.01,Kepler-1150 b,2.787874175,2.33,1
4833421,K00232.04,Kepler-122 e,37.996236900,2.39,5
11520459,K02226.01,,8.463543840,2.51,1
7219825,K00238.01,Kepler-123 b,17.232328940,2.79,3
3749978,K02308.01,Kepler-1183 b,28.505721700,2.55,1
10010440,K02309.01,Kepler-1184 b,53.599145900,2.49,1
11718144,K02310.01,Kepler-1821 b,16.458186100,1.82,1
4247991,K02311.01,,191.864192960,,3
4247991,K02311.02,,13.725496890,,3
10026544,K02312.01,,176.331289000,2.38,1
9473078,K02079.01,Kepler-1087 b,0.693842661,0.83,1
10864531,K02080.01,Kepler-358 c,83.488740500,2.95,2
10864531,K02080.02,Kepler-358 b,34.060767700,2.96,2
2853780,K02081.01,,6.214149600,4.27,2
9472000,K02082.01,Kepler-1790 b,31.588897900,2.59,1
10253547,K02153.01,Kepler-364 c,59.980986800,2.81,2
10253547,K02153.02,Kepler-364 b,25.745795700,1.73,2
12505076,K02154.01,Kepler-1799 b,11.929793480,2.43,1
6185476,K00227.01,,17.657378380,2.45,1
12116380,K02155.01,Kepler-1123 b,4.339456900,2.11,1
2556650,K02156.01,Kepler-1124 b,2.852348262,1.66,1
10600955,K02227.01,Kepler-1151 b,65.648089200,3.93,1
10801100,K02228.01,,102.653705000,39.16,1
4473226,K02229.01,Kepler-1682 b,14.833409440,2.54,1
8914779,K02230.01,,0.987338654,0.98,1
2854181,K02232.01,Kepler-1810 b,101.132347500,3.87,2
8963721,K02233.01,,1.811460943,2.83,1
10132832,K02313.01,Kepler-1186 b,16.076731480,2.14,1
3219995,K02314.01,Kepler-1187 b,18.870587050,2.67,1
6062929,K02315.01,Kepler-1822 b,22.133422400,1.76,1
7504778,K02316.01,Kepler-1188 b,17.136940800,2.05,1
7219825,K00238.02,Kepler-123 c,26.695194400,1.40,3
7097965,K02083.01,Kepler-1791 b,7.720850470,2.53,1
4249725,K00222.01,Kepler-120 b,6.312508525,2.00,2
3967326,K02084.01,Kepler-1792 b,4.195773850,3.02,1
6768394,K02086.01,Kepler-60 b,7.132947200,1.64,4
6768394,K02086.02,Kepler-60 c,8.919012280,1.84,4
5211199,K02158.01,Kepler-1800 b,4.562040700,2.82,2
8804455,K02159.01,,7.596699800,1.32,2
8804455,K02159.02,,2.392630668,1.33,2
5546761,K02160.01,Kepler-1125 b,17.670029100,2.89,2
5546761,K02160.02,,15.408773830,,2
9205938,K02162.01,Kepler-1126 b,108.593113000,1.68,2
10723367,K02236.01,Kepler-375 c,19.986591600,4.22,2
10723367,K02236.02,Kepler-375 b,12.125806440,2.50,2
5005121,K02237.01,Kepler-1811 b,76.421501000,2.81,1
4833421,K00232.05,Kepler-122 f,56.259088100,2.22,5
8229458,K02238.01,Kepler-1152 b,1.646801683,0.86,1
10684670,K02317.01,Kepler-1189 b,3.788618330,1.23,1
11495458,K02318.01,Kepler-1190 b,10.458398650,1.25,1
9003401,K02319.01,Kepler-1823 b,21.103301400,1.56,1
5978559,K02321.01,Kepler-1824 b,95.611461700,2.37,2
8872048,K02323.01,,58.355125520,,1
7746958,K02324.01,,1.204686597,1.55,1
6768394,K02086.03,Kepler-60 d,11.898494800,1.69,4
6922710,K02087.01,Kepler-1088 b,23.127417100,1.44,1
11348997,K02090.01,Kepler-1089 b,5.132486123,1.69,1
5705819,K02091.01,Kepler-1793 b,8.779973490,2.12,1
6696580,K02092.01,Kepler-359 c,57.689621200,5.14,3
11358389,K02163.01,Kepler-365 b,10.664895140,1.76,3
7204981,K02164.01,Kepler-1127 b,5.123320400,1.65,1
3847907,K00229.01,Kepler-497 b,3.573202801,5.81,1
4370527,K02166.01,Kepler-1128 b,61.617452800,3.36,1
6041734,K02167.01,Kepler-1129 b,24.339820200,5.09,3
5125347,K02241.01,Kepler-1812 b,7.165204280,2.31,1
9336200,K02242.01,Kepler-1153 b,1.755843555,1.94,1
4770617,K02243.01,Kepler-1154 b,5.185600810,2.34,3
4454934,K02245.01,Kepler-1155 b,33.469857100,2.45,1
9458343,K02246.01,Kepler-1156 b,11.895204360,1.33,1
7120108,K02325.01,Kepler-1825 b,1.025857984,1.57,1
10730703,K02327.01,Kepler-1191 b,5.600133270,1.73,2
8007644,K02328.01,Kepler-1192 b,25.203412800,2.42,1
11192235,K02329.01,Kepler-1826 b,1.615357809,1.37,1
6383785,K00239.01,Kepler-501 b,5.640676975,4.59,2
6696580,K02092.02,Kepler-359 b,25.563862600,4.00,3
6525946,K02093.01,,6.783413250,20.75,3
4249725,K00222.02,Kepler-120 c,12.794547400,1.60,2
8505920,K02094.01,Kepler-1090 c,42.426964700,3.44,2
7918992,K02095.01,Kepler-1091 b,1.434745129,1.50,1
6041734,K02167.02,,6.957870000,1.39,3
11308499,K02168.01,Kepler-366 b,3.281920560,1.60,2
11308499,K02168.02,Kepler-366 c,12.516105490,1.87,2
9006186,K02169.01,Kepler-1130 b,5.452987420,0.92,4
9006186,K02169.02,Kepler-1130 c,3.266627330,0.68,4
7802719,K02247.01,Kepler-1157 b,4.457432670,0.79,1
11030475,K02248.01,Kepler-1813 b,2.818147150,1.30,4
11030475,K02248.02,,9.490763800,1.05,4
11030475,K02248.03,,0.761962470,1.08,4
5023956,K00233.01,,1.824649000,5.31,1
12401863,K02331.01,Kepler-1193 b,2.832647249,1.37,1
5534941,K02332.01,Kepler-1827 b,3.700632510,1.24,1
11121752,K02333.01,Kepler-380 b,3.930839970,1.20,2
11121752,K02333.02,Kepler-380 c,7.630081960,1.39,2
2990873,K02335.01,Kepler-1194 b,16.223784790,1.51,1
9307509,K02096.01,Kepler-1794 b,9.762932840,1.94,1
10158729,K02097.01,Kepler-1092 b,58.601926000,2.06,1
6105462,K02098.01,Kepler-1093 b,25.082340200,2.26,2
3120355,K02099.01,Kepler-1094 b,78.099890800,3.37,1
6047072,K02100.01,Kepler-1095 b,4.271037270,1.22,1
9006186,K02169.03,Kepler-1130 d,4.272264210,0.64,4
9006186,K02169.04,,2.192519030,0.37,4
11410904,K02171.01,Kepler-1131 b,3.532324290,1.43,1
5021737,K00026.01,,15.039463260,12.36,1
3862246,K00230.01,,4.702495974,37.24,1
4173026,K02172.01,Kepler-1801 b,10.440873980,3.41,2
10471621,K02554.01,,39.755764200,13.72,2
10471621,K02554.02,,10.271275270,0.94,2
5350244,K02555.01,Kepler-1276 b,12.572289700,1.09,1
5374403,K02556.01,Kepler-1277 b,40.836630700,1.50,1
10925113,K02557.01,,11.776107300,1.31,1
11769801,K02633.01,,29.712318100,46.43,1
11752906,K00253.02,,20.618034800,1.57,2
1995519,K02634.01,Kepler-1299 b,19.940121100,2.42,1
4914566,K02635.01,Kepler-1300 b,22.242003200,2.04,1
6198182,K02636.01,Kepler-1864 b,3.881483850,0.59,2
10024051,K02409.01,Kepler-1228 b,0.577369336,1.42,1
8676038,K02410.01,,186.654354830,,2
4349452,K00244.01,Kepler-25 c,12.720370263,4.75,2
8676038,K02410.02,,86.593222940,,2
8073806,K02411.01,Kepler-1835 b,11.964073990,3.21,1
10419312,K02412.01,,2.493237866,9.48,1
3234598,K02413.01,Kepler-383 b,12.904675230,1.49,2
10453588,K02484.01,Kepler-1253 b,68.886101700,1.47,1
11125613,K02485.01,Kepler-1254 b,9.991152410,1.68,3
8074328,K02486.01,,4.267961416,1.42,1
7212184,K02487.01,Kepler-1255 b,36.292017000,3.10,1
6956014,K00031.01,,0.925589891,50.60,1
9757613,K00250.02,Kepler-26 c,17.251213970,2.64,4
5307858,K02558.01,,1.867281146,31.18,1
6605493,K02559.01,Kepler-1686 b,9.309918340,1.21,1
4670217,K02560.01,,18.120938800,1.68,1
7259298,K02561.01,Kepler-1278 b,3.239417750,0.77,1
9574179,K02637.01,,3.988649990,1.15,1
6211812,K02638.01,Kepler-1865 b,2.524017517,1.50,1
11391755,K02639.01,,25.112336200,2.22,2
11391755,K02639.02,,2.121023807,5.75,2
9088780,K02640.01,,33.180894530,,1
8894646,K02641.01,,3.555579220,0.84,1
3234598,K02413.02,Kepler-383 c,31.201220200,1.47,2
8611832,K02414.01,Kepler-384 b,22.596825600,1.30,2
8611832,K02414.02,Kepler-384 c,45.348638100,1.61,2
5621586,K02415.01,Kepler-1836 b,5.254195890,2.12,1
9210387,K02416.01,Kepler-1837 b,5.906089020,1.77,1
11852982,K00247.01,Kepler-1712 b,13.815044490,1.91,1
8559152,K02488.01,Kepler-1256 b,12.412851800,1.50,1
2718778,K02489.01,Kepler-1844 b,3.924530090,1.82,1
3122913,K02490.01,Kepler-1845 b,11.606530610,1.88,1
9229657,K02491.01,Kepler-1257 b,2.668312740,1.48,1
10415227,K02562.01,,2.932250900,1.33,1
5175024,K02563.01,Kepler-1279 b,23.477255300,1.34,2
9026749,K02564.01,Kepler-1280 b,66.557672800,4.96,2
12216278,K02565.01,,2.019486070,2.15,1
9159242,K02566.01,,3.044682290,0.86,1
12061096,K02642.01,,15.050283130,2.46,1
5794240,K00254.01,Kepler-45 b,2.455240626,10.60,1
6933567,K02643.01,Kepler-1301 b,9.082334110,1.35,1
9993529,K02644.01,,0.790539912,1.24,1
11303815,K02645.01,,1.705782214,1.82,1
6044553,K02646.01,,0.532086296,16.99,1
9654468,K02417.01,Kepler-1684 b,47.705256600,2.89,1
4349452,K00244.02,Kepler-25 b,6.238535444,2.53,2
10027247,K02418.01,Kepler-1229 b,86.829519000,1.68,1
6343170,K02419.01,Kepler-1230 b,9.956670350,3.41,1
7107802,K02420.01,Kepler-1231 b,10.417287220,1.64,2
11752632,K02492.01,Kepler-1258 b,0.984941669,1.49,1
10028535,K02493.01,Kepler-1259 b,0.663085361,1.60,1
7047207,K02494.01,Kepler-1260 b,19.118742500,2.33,1
5212220,K02495.01,,1.087491010,4.91,1
9964748,K02496.01,,1.183818383,0.91,1
9842937,K02567.01,,4.988450990,1.33,1
9757613,K00250.03,Kepler-26 d,3.543919702,1.21,4
8247770,K02569.01,,8.281570720,1.37,1
6867588,K02571.01,,0.826284420,0.96,1
7501646,K02572.01,,6.377052950,2.15,1
11962284,K02647.01,Kepler-1302 b,8.839294620,1.94,1
2573056,K02648.01,,0.631795416,1.88,1
6842682,K02649.01,Kepler-1303 b,7.561261520,1.20,1
8890150,K02650.01,Kepler-395 c,34.989784700,1.14,2
8890150,K02650.02,Kepler-395 b,7.054294830,1.00,2
8838950,K02421.01,,2.270501060,0.55,2
11360805,K02422.01,Kepler-1232 b,26.783893500,1.59,2
9845898,K02423.01,Kepler-1233 b,45.126216000,2.32,1
12453581,K02424.01,Kepler-1234 b,11.940191010,1.86,1
11922678,K02425.01,,3.512956740,1.10,1
11179076,K02497.01,Kepler-1261 b,48.431300300,2.78,1
5364071,K00248.01,Kepler-49 b,7.203855862,2.25,4
5959719,K02498.01,Kepler-390 b,6.738087010,0.73,2
5544903,K02499.01,,7.575714140,2.45,1
5542983,K02501.01,,4.768876710,2.11,1
8256453,K02573.01,,1.347512632,23.45,1
9474493,K02574.01,,0.512581697,1.32,1
4551663,K02576.01,,12.077608840,1.03,1
12257999,K02577.01,,18.555815650,20.83,1
6922203,K02578.01,,13.330948690,25.95,1
11752908,K02651.01,,6.383157440,2.35,1
7021681,K00255.01,Kepler-505 b,27.521947720,2.47,3
4346178,K02652.01,Kepler-1304 b,16.128967900,2.94,1
9664142,K02654.01,Kepler-1305 b,13.563115700,1.75,1
10018233,K02655.01,Kepler-1306 b,16.295991600,1.83,1
8081899,K02426.01,Kepler-1235 b,4.160566580,0.70,1
10189557,K02427.01,,2.931017710,1.15,1
8478994,K00245.01,Kepler-37 d,39.792200770,1.90,4
9965184,K02428.01,,16.227675600,2.11,1
9911882,K02429.01,,1.595630597,17.94,1
8631504,K02503.01,Kepler-1846 b,14.820059600,0.96,1
8110767,K02504.01,Kepler-1685 b,20.490410000,2.34,1
5471574,K02505.01,,0.962827066,29.27,2
6767840,K02506.01,Kepler-1262 b,8.679037000,1.79,1
8379705,K02507.01,Kepler-1847 b,11.129697100,1.93,1
9896018,K02579.01,Kepler-1859 b,2.729603600,1.53,3
11037511,K02580.01,Kepler-1281 b,3.116041940,1.59,1
9757613,K00250.04,Kepler-26 e,46.827677250,2.13,4
11818872,K02581.01,Kepler-1860 b,12.737237100,0.87,1
11771430,K02582.01,Kepler-1861 b,40.030626700,2.01,1
5513012,K02668.01,Kepler-1310 b,0.679336747,1.40,1
11761199,K02669.01,,213.610320700,46.07,1
8074805,K02670.01,,170.865849200,24.40,1
2437505,K02671.01,,21.476427270,59.50,2
2437505,K02671.02,,17.550974200,5.97,2
11253827,K02672.01,Kepler-396 c,88.512201400,4.70,2
3533469,K02430.01,,10.215075060,1.50,1
8956706,K02431.01,,8.380697300,1.91,1
7047363,K02432.01,Kepler-1236 b,31.057294700,1.85,2
11968463,K02433.01,Kepler-385 c,15.162228700,3.12,7
11968463,K02433.02,Kepler-385 b,10.043783510,2.94,7
8836888,K02508.01,,7.103979250,1.51,1
9880190,K02509.01,Kepler-1263 b,4.551398800,1.13,1
5364071,K00248.02,Kepler-49 c,10.912740650,2.13,4
5392702,K02510.01,,12.214154500,18.13,1
8429566,K02511.01,,3.732261000,1.09,1
10387742,K02583.01,,3.032671350,0.60,2
7673841,K02585.01,Kepler-392 b,5.341824660,0.95,3
9827149,K02586.01,Kepler-1282 b,2.131945045,1.66,2
5546691,K02587.01,Kepler-1283 b,12.946256700,1.13,1
12156347,K02588.01,Kepler-1687 b,5.779571330,1.50,1
8636539,K02656.01,,6.773678920,1.33,1
9283156,K02657.01,,5.224024360,0.58,1
8547429,K02658.01,Kepler-1866 b,11.660166700,2.08,1
8803882,K02659.01,,89.465468000,2.57,1
9893318,K02660.01,Kepler-1307 b,18.016122700,2.39,1
6864885,K02434.01,,40.877760500,29.55,1
5097868,K02435.01,,6.802434310,2.60,1
8570333,K02436.01,Kepler-1237 b,84.573334600,2.59,1
8478994,K00245.02,Kepler-37 c,21.301818630,0.72,4
5036705,K02437.01,Kepler-1238 b,4.147890510,1.93,1
9574158,K02512.01,,15.921081380,3.14,1
9653622,K02513.01,,19.005409800,28.47,1
4391348,K02514.01,,1.964331130,1.33,1
7294743,K02516.01,,2.810432280,1.43,1
8947520,K02517.01,Kepler-1264 b,0.968527683,1.21,1
10468885,K02589.01,Kepler-1284 b,0.664074145,1.19,1
12016267,K02590.01,,11.748990700,1.01,2
6765135,K02592.01,,175.603366000,2.87,1
3861595,K00004.01,Kepler-1658 b,3.849371737,12.94,1
5725087,K00033.01,,0.366197145,51.34,1
10489206,K00251.01,Kepler-125 b,4.164384505,2.54,2
3426367,K02662.01,Kepler-1308 b,2.104335340,0.79,1
5562090,K02664.01,Kepler-1309 b,28.843175100,2.66,1
11548140,K00256.01,,1.378649746,6.51,1
12110786,K02665.01,,1.112207126,0.73,1
5342061,K02666.01,,64.034363000,3.47,1
3654095,K02667.01,,1.303576682,1.51,1
5078939,K02438.01,,1.958577398,1.80,1
6867555,K02439.01,Kepler-1239 b,5.191036990,1.92,2
5339567,K02440.01,Kepler-1240 b,4.866385040,1.32,1
4459924,K02441.01,,4.791769930,0.81,1
11080405,K02442.01,Kepler-386 c,25.193398900,1.95,2
5529738,K02518.01,,0.759762021,24.20,1
4047631,K02519.01,,4.790912471,2.25,1
10059645,K02520.01,Kepler-1265 b,6.494414640,1.75,1
5364071,K00248.03,Kepler-49 d,2.576571021,1.57,4
7183745,K02521.01,Kepler-1266 b,28.475000600,2.64,2
8212002,K02593.01,Kepler-1285 b,14.796630600,0.98,2
8004903,K02594.01,Kepler-1286 b,11.254018710,2.42,1
8883329,K02595.01,Kepler-393 b,9.182442990,1.24,2
8883329,K02595.02,Kepler-393 c,14.613478100,1.12,2
3644653,K02596.01,,119.682075000,30.39,1
11253827,K02672.02,Kepler-396 b,42.992328400,3.32,2
5514383,K00257.01,Kepler-506 b,6.883412780,2.63,1
10747445,K02673.01,,4.593595496,44.14,1
8022489,K02674.01,Kepler-1311 d,197.511148400,9.52,3
8022489,K02674.02,Kepler-1311 b,11.172672300,1.50,3
8022489,K02674.03,Kepler-1311 c,2.535732840,1.36,3
9209624,K02443.01,Kepler-387 b,6.791646560,1.01,2
9209624,K02443.02,Kepler-387 c,11.837693300,1.00,2
3354846,K02444.01,Kepler-1241 b,18.552516200,2.53,1
6516185,K02445.01,,47.365932800,11.97,1
8478994,K00245.03,Kepler-37 b,13.366930900,0.27,4
3946023,K02447.01,,1.045492348,0.83,1
7183745,K02521.02,Kepler-1266 c,4.866340940,1.94,2
9177629,K02522.01,Kepler-1848 b,5.604023070,1.25,1
7778767,K02523.01,Kepler-1267 b,13.031358300,2.88,2
7515762,K02524.01,Kepler-1268 b,40.990500200,2.41,1
5942949,K02525.01,Kepler-1849 b,57.293230900,1.95,1
12120307,K02597.01,Kepler-394 b,8.005047490,1.52,3
12120307,K02597.02,Kepler-394 c,12.130704140,1.61,3
12120307,K02597.03,Kepler-394 d,5.613576530,1.41,3
7446631,K02598.01,,29.225437200,1.35,1
9777251,K02600.01,,1.332550870,1.19,1
6864893,K02375.01,,40.879224300,1.62,1
11701407,K02376.01,Kepler-1214 b,18.826287700,2.34,1
5906426,K02377.01,,13.903405700,1.55,1
11288051,K00241.03,Kepler-124 b,3.410459810,1.06,3
10813132,K02378.01,Kepler-1215 b,4.767027590,1.19,1
5857540,K02448.01,Kepler-1242 b,13.628010480,3.28,1
12208631,K02449.01,,53.358044400,3.41,2
7289317,K02450.01,Kepler-1243 b,16.832031750,1.86,2
6500206,K02451.01,,13.374995530,2.01,1
5545815,K02452.01,,4.353701360,1.33,1
3116302,K02526.01,,134.966940000,0.87,1
7879433,K02527.01,Kepler-1850 b,1.385787741,0.55,1
9205907,K02528.01,Kepler-1851 b,12.022953620,3.28,1
8463346,K02529.01,Kepler-436 c,16.797162620,2.75,2
5364071,K00248.04,Kepler-49 e,18.596115180,1.53,4
10489206,K00251.02,Kepler-125 c,5.774403260,0.80,2
7531677,K02601.01,,2.622134451,1.64,1
10068659,K02602.01,Kepler-1287 b,11.476852630,1.58,1
2443393,K02603.01,,73.711039000,1.77,1
9019191,K02604.01,,14.433483260,16.25,1
9718379,K02379.01,,40.008889400,20.75,1
3002478,K02380.01,,6.357053140,1.59,1
4055774,K02381.01,,6.587388390,1.35,1
6670075,K02382.01,,0.759706632,1.38,1
9395024,K02383.01,Kepler-1216 b,4.370332330,1.56,1
8631751,K02453.01,,1.530515205,0.84,1
11401822,K02454.01,,1.080702940,1.04,1
6507427,K02455.01,,4.742545180,1.77,1
5521300,K02456.01,,18.135599790,24.49,1
8478994,K00245.04,Kepler-37 e,51.206903030,,4
9753154,K02457.01,Kepler-1244 b,3.704290150,1.45,1
9011825,K02530.01,Kepler-1269 b,37.333116500,2.50,1
4172746,K02531.01,,17.699739200,1.96,1
5174858,K02532.01,Kepler-1852 b,7.970971900,2.27,1
11074835,K02533.01,Kepler-1270 b,6.033555390,3.34,3
1996180,K02534.01,Kepler-1271 b,3.025584940,1.62,2
10407221,K02605.01,,0.933746783,1.30,1
5991936,K02606.01,,6.097403160,45.49,1
5095635,K02607.01,,0.754457729,2.07,1
6269070,K02608.01,Kepler-1288 b,2.761223700,1.84,1
6705137,K02609.01,,5.597276250,1.26,1
12254688,K02384.01,,62.682576900,39.80,1
8345172,K02385.01,,50.571580500,2.74,1
4172013,K02386.01,,16.270720700,28.42,1
12254378,K02387.01,Kepler-1217 b,2.032319072,1.87,1
4247791,K00028.01,,4.100870416,82.46,1
7604328,K02458.01,Kepler-1245 b,4.354073710,1.63,2
11236244,K02460.01,Kepler-1246 b,11.322697490,1.51,1
9837685,K02461.01,Kepler-1247 b,13.712185220,2.47,1
5042210,K02462.01,Kepler-1838 b,12.146846250,1.75,1
12454461,K02463.01,Kepler-1248 b,7.467189580,1.04,1
1996180,K02534.02,,5.422042570,1.39,2
9635606,K02535.01,Kepler-1853 b,48.888266800,2.96,1
3728701,K02536.01,Kepler-1272 b,51.131934600,2.43,1
10861715,K02537.01,,133.516435000,2.01,1
1849702,K02538.01,Kepler-1854 b,39.831253600,1.46,1
9390653,K00249.01,Kepler-504 b,9.549277089,1.57,1
2305866,K02610.01,,24.107317200,2.74,2
11187837,K00252.01,Kepler-1663 b,17.604614010,2.64,1
8885673,K02611.01,,1.228721184,1.62,1
9712350,K02613.01,,51.573865300,2.41,1
8025596,K02615.01,Kepler-1290 b,4.695055760,1.49,1
5956787,K02616.01,,0.569115976,1.80,1
3642741,K00242.01,Kepler-503 b,7.258450123,5.53,1
12071037,K02388.01,,6.095984100,0.99,1
8494617,K02389.01,Kepler-1218 b,22.922118100,1.33,1
10289119,K02390.01,Kepler-1219 b,16.104745030,3.21,1
7382313,K02392.01,Kepler-1220 b,7.426973780,1.40,1
9887224,K02464.01,,0.874629873,0.72,1
7542369,K02465.01,,5.460918460,1.25,1
8544992,K02466.01,Kepler-388 b,3.173230120,0.88,2
8544992,K02466.02,Kepler-388 c,13.297069500,0.91,2
11295426,K00246.01,Kepler-68 b,5.398752862,2.21,2
7289162,K02539.01,,5.266481260,1.07,1
3001885,K02540.01,,2.675968080,1.57,1
12306058,K02541.01,Kepler-391 b,7.416830330,3.36,2
6183511,K02542.01,Kepler-1855 b,0.727331746,0.67,1
12469800,K02543.01,Kepler-1856 b,1.302017467,1.37,1
4915638,K02617.01,Kepler-1291 b,8.630500920,1.43,1
6351097,K02618.01,,12.491173880,1.36,1
8081905,K02619.01,Kepler-1292 b,3.276457230,1.71,1
11465950,K02620.01,Kepler-1862 b,16.057329100,2.27,1
9996632,K02621.01,,8.443265570,1.97,1
4665571,K02393.01,Kepler-1834 b,4.603002560,1.32,2
4829935,K02395.01,,16.932928400,2.46,1
9269042,K02397.01,Kepler-1221 b,12.000896670,1.47,1
6199056,K02398.01,,1.169010526,91.91,1
11461433,K02399.01,Kepler-1222 b,1.916940872,0.89,1
11818607,K02467.01,Kepler-1839 b,5.056613020,1.15,1
8380709,K02468.01,Kepler-1249 b,24.334493900,1.74,1
6149910,K02469.01,Kepler-1840 b,131.187921000,2.34,1
9108085,K02470.01,,2.174898060,1.08,1
5436013,K02471.01,Kepler-1841 b,25.885939700,1.66,1
8676148,K02544.01,Kepler-1273 b,28.625350200,2.38,1
9696358,K02545.01,Kepler-1274 b,6.981413270,1.42,1
5039129,K02546.01,,1.319677953,1.13,1
4484336,K02547.01,Kepler-1857 b,8.943377240,1.48,1
9580167,K02548.01,,0.827151296,19.10,1
9757613,K00250.01,Kepler-26 b,12.282998287,2.83,4
10527135,K02622.01,,0.328686504,1.11,1
11752906,K00253.01,,6.383159135,2.73,2
10916600,K02623.01,Kepler-1293 b,5.576547820,0.92,2
8429314,K02624.01,Kepler-1294 b,115.686339200,3.52,1
9153570,K02625.01,Kepler-1295 b,3.813714230,1.37,1
11768142,K02626.01,Kepler-1652 b,38.097071700,1.58,1
7984574,K02400.01,,11.619170700,2.21,1
9592579,K00243.01,,2.637574744,9.16,1
10336951,K02401.01,,38.229203700,1.51,1
8481129,K02402.01,Kepler-1223 b,16.301272700,1.54,1
2142522,K02403.01,Kepler-1224 b,13.323540780,1.32,1
9395719,K02472.01,Kepler-1250 b,2.607545159,2.07,1
8753896,K02473.01,Kepler-389 b,3.244175410,1.84,3
8240617,K02474.01,,176.845697000,42.05,1
8746295,K02475.01,,6.855672480,1.27,1
10090257,K02476.01,,2.286072820,1.01,1
11295426,K00246.02,Kepler-68 c,9.605059760,0.91,2
10679583,K02549.01,,3.547899280,0.99,1
11622985,K02550.01,,18.024348200,1.98,1
11361283,K02551.01,,16.479322900,1.53,1
8757824,K02552.01,Kepler-1275 b,3.656909090,1.32,1
9832208,K02553.01,Kepler-1858 b,88.071276900,2.40,1
6124512,K02627.01,Kepler-1296 b,8.383957960,3.24,1
10070468,K02628.01,Kepler-1297 b,1.681890510,1.27,1
10031656,K02629.01,,8.590003550,1.82,1
7584650,K02631.01,Kepler-1863 b,44.997760400,1.59,2
11337566,K02632.01,Kepler-1298 b,7.128151630,1.36,1
6364215,K02404.01,,2.100816290,1.65,2
10202759,K02405.01,,0.872952088,25.50,1
5007345,K02406.01,Kepler-1225 b,7.010742950,3.76,1
12120484,K02407.01,Kepler-1226 b,17.292263100,2.13,1
6429812,K02408.01,Kepler-1227 b,94.289223000,2.11,1
6846911,K02477.01,Kepler-1842 b,14.026346920,2.66,1
5385439,K02478.01,,12.425866431,2.12,1
5963582,K02479.01,Kepler-1843 b,25.543370400,2.11,1
4476423,K02481.01,,33.854258600,15.96,1
11403389,K02482.01,Kepler-1251 b,45.090920100,2.44,1
9851662,K02483.01,Kepler-1252 b,15.053988600,1.44,1
6467363,K02840.01,,3.679368630,0.92,2
6467363,K02840.02,,7.446463500,0.77,2
8758204,K02841.01,Kepler-1881 b,159.388788000,2.73,1
8733898,K02842.01,Kepler-446 b,1.565412613,1.73,3
8733898,K02842.02,Kepler-446 d,5.148923460,1.72,3
3228945,K02917.01,,0.730943372,1.37,1
7008149,K02918.01,,0.515552803,13.96,2
10332213,K02919.01,Kepler-1885 b,2.522590567,25.82,1
7090524,K02920.01,Kepler-1386 b,6.739682890,1.48,1
11133306,K00276.01,Kepler-509 b,41.745988550,2.40,1
6307063,K02702.01,,75.378004000,3.82,1
5871985,K02703.01,Kepler-1318 b,213.258526000,2.72,1
8292840,K00260.02,Kepler-126 d,100.283067500,2.51,3
9730163,K02704.01,Kepler-445 c,4.871223664,1.56,3
9730163,K02704.02,Kepler-445 b,2.984157711,0.92,3
11453592,K02705.01,Kepler-1319 b,2.886762400,1.24,1
3834322,K02763.01,,0.498434645,1.08,1
10073672,K02764.01,,2.252976718,1.19,1
11188249,K02765.01,,2.755054670,1.74,1
4677282,K02766.01,,1.572181216,77.12,1
5097470,K02767.01,,1.288058340,1.08,1
4858610,K02844.01,,2.722882460,1.06,1
10591855,K02845.01,Kepler-1367 b,1.574090323,0.93,1
4832175,K02846.01,,0.947738312,0.88,1
7749773,K02848.01,Kepler-1882 b,13.787262700,1.55,1
9451706,K00271.03,Kepler-127 b,14.435945900,1.46,3
10064256,K02849.01,Kepler-1692 b,5.959586370,1.02,1
6842807,K02921.01,,16.614622100,1.49,1
4381282,K02922.01,,0.497581917,0.76,1
9815053,K02923.01,,5.838929930,1.19,1
7609553,K02924.01,Kepler-1387 b,2.279523364,0.87,2
10122538,K02926.01,Kepler-1388 b,12.285471800,2.21,5
10122538,K02926.02,Kepler-1388 c,5.536093680,2.20,5
9697131,K02706.01,,3.097568970,1.75,1
5480640,K02707.01,Kepler-399 d,58.033742600,3.21,3
