kepid,kepoi_name,kepler_name,koi_period,koi_prad,koi_count
10925104,K00156.02,Kepler-114 b,5.188563677,1.00,3
10925104,K00156.01,Kepler-114 c,8.041347775,1.29,3
10925104,K00156.03,Kepler-114 d,11.776132317,2.08,3
